,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
428,CNN,"""Call the cops. My boyfriend is threatening me. He has a gun. Please don't let him know.""

A woman escaped from her… https://t.co/TuGQdmvhto",Mon May 28 09:45:09 +0000 2018,-0.5423,0.088,0.69,0.222
429,CNN,A US delegation has traveled to North Korea for preparatory talks ahead of a potential meeting between President Tr… https://t.co/pkRzD9rvHK,Mon May 28 09:39:07 +0000 2018,0.0,0.0,1.0,0.0
430,CNN,The world's largest known freshwater pearl is going on sale at a public auction in the Netherlands next week… https://t.co/3Quv6gp65o,Mon May 28 09:30:08 +0000 2018,0.0,0.0,1.0,0.0
431,CNN,A California man has been accused of smuggling a Byzantine-era mosaic out of war-torn Syria and hiring artists to r… https://t.co/9R1T521Eu8,Mon May 28 09:22:37 +0000 2018,-0.6486,0.0,0.762,0.238
432,CNN,"Up until about two weeks ago, the Trump-Kim summit seemed to be moving ahead as planned. But then Trump canceled th… https://t.co/tONFSJUCqh",Mon May 28 09:15:06 +0000 2018,0.0,0.0,1.0,0.0
433,CNN,French President Emmanuel Macron is among those praising a young Malian migrant who scaled the outside of a buildin… https://t.co/CvYqfYxewa,Mon May 28 09:05:36 +0000 2018,0.5423,0.171,0.829,0.0
434,CNN,Millennials born in the 1980s may never recover from the Great Recession https://t.co/seZK5FUIfp https://t.co/MaEPngiwRH,Mon May 28 09:00:17 +0000 2018,0.3182,0.217,0.635,0.148
435,CNN,"President Donald Trump's lawyer, Rudy Giuliani, has defended the President's political attacks against special coun… https://t.co/CcG0LXxzKS",Mon May 28 08:56:01 +0000 2018,-0.0516,0.138,0.714,0.148
436,CNN,This man scaled the outside of a building in Paris to rescue a young child dangling from a balcony https://t.co/zWNSJzlJbu,Mon May 28 08:34:04 +0000 2018,0.5106,0.171,0.829,0.0
437,CNN,"When he was a kid, Richard Jenkins raised his hand in class so often bullies started calling him ""Harvard.""

Now, a… https://t.co/fWZOxPmVrM",Mon May 28 08:30:11 +0000 2018,0.4939,0.138,0.862,0.0
438,CNN,"A pilot and his assistant have been arrested in Northern California, accused of kidnapping and attempting to deport… https://t.co/wbqqUV7uuT",Mon May 28 08:21:03 +0000 2018,-0.6486,0.0,0.751,0.249
439,CNN,"State of emergency declared in Howard County as massive storm drenches the Baltimore region, triggering flash flood… https://t.co/Ln6LamvWbt",Mon May 28 08:13:42 +0000 2018,-0.3818,0.0,0.867,0.133
440,BBC News (World),Tomorrow's cities: Google's Toronto city built 'from the internet up' https://t.co/obbOy1df7k,Sun May 27 01:21:52 +0000 2018,0.0,0.0,1.0,0.0
441,BBC News (World),Your pictures: Golden https://t.co/rKZXxU8AkK,Sun May 27 01:21:51 +0000 2018,0.0,0.0,1.0,0.0
442,BBC News (World),"Formula 1: Axcil Jefferies, Africa's first black F1 driver? https://t.co/WEiVDC55Jo",Sun May 27 00:51:30 +0000 2018,0.0,0.0,1.0,0.0
443,BBC News (World),Real Madrid fans celebrate Champions League victory https://t.co/qoLm4pBI4M,Sun May 27 00:39:48 +0000 2018,0.7964,0.542,0.458,0.0
444,BBC News (World),North Korea's Kim 'set on' Trump summit https://t.co/K8XC7CIsFQ,Sun May 27 00:12:18 +0000 2018,0.0,0.0,1.0,0.0
445,BBC News (World),Female sommelier on wine tasting and mansplaining https://t.co/hqKZrHQnRN,Sat May 26 23:32:49 +0000 2018,0.0,0.0,1.0,0.0
446,BBC News (World),'I want to be the first wheelchair user in space' https://t.co/h8d4BhqrF8,Sat May 26 23:30:28 +0000 2018,0.0772,0.115,0.885,0.0
447,BBC News (World),"Fierce blaze in Bordeaux, France, forces evacuations https://t.co/cyoCOMXKAB",Sat May 26 23:18:45 +0000 2018,0.0,0.0,1.0,0.0
448,BBC News (World),"Alan Bean, moon-walking astronaut and artist, dies aged 86 https://t.co/mhWys7vxZ4",Sat May 26 22:42:08 +0000 2018,-0.3818,0.0,0.776,0.224
449,BBC News (World),Irish abortion referendum: 'We made history' https://t.co/SGIiF2NaP7,Sat May 26 22:05:08 +0000 2018,0.0,0.0,1.0,0.0
450,BBC News (World),"RT @BBCSport: 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆

It's heartbreak for Liverpool as Real Madrid win their 13th Champions League title.

FT 3-1

https://t.co/Hr5J…",Sat May 26 20:39:30 +0000 2018,0.5423,0.268,0.595,0.138
451,BBC News (World),France wine auction: 1774 Vin Jaune fetches record price https://t.co/DwRj40yDIR,Sat May 26 19:18:20 +0000 2018,0.0,0.0,1.0,0.0
452,BBC News (World),Irish abortion referendum: 'Today we say no more' https://t.co/ixW2sQeeJd,Sat May 26 19:01:50 +0000 2018,-0.296,0.0,0.784,0.216
453,BBC News (World),Irish abortion result a seismic shift https://t.co/NMp2igaiI4,Sat May 26 18:04:07 +0000 2018,0.0,0.0,1.0,0.0
454,BBC News (World),"RT @BBCBreaking: The final result in Ireland's abortion reform referendum

Yes 1,429,981
No 723,632

https://t.co/urPAqRybLz https://t.co/8…",Sat May 26 17:34:24 +0000 2018,0.128,0.143,0.741,0.116
455,BBC News (World),"RT @BBCNews: The moment it was confirmed that Ireland had voted to repeal the Eighth Amendment and reform its abortion laws 

https://t.co/…",Sat May 26 17:31:33 +0000 2018,0.0,0.0,1.0,0.0
456,BBC News (World),Irish abortion referendum: Ireland overturns abortion ban https://t.co/3vRH09lhov,Sat May 26 17:22:04 +0000 2018,-0.5574,0.0,0.66,0.34
457,BBC News (World),RT @BBCBreaking: Official result: Republic of Ireland votes resoundingly to overturn abortion ban with voters backing reform of constitutio…,Sat May 26 17:18:47 +0000 2018,-0.5423,0.051,0.783,0.166
458,BBC News (World),Harvey Weinstein: What next after first charges filed https://t.co/B8jWlZgYFm,Sat May 26 17:03:30 +0000 2018,-0.2732,0.0,0.792,0.208
459,BBC News (World),Migrant crisis: Smugglers 'shot escaping migrants' in Libya https://t.co/VrLeHLtHi0,Sat May 26 16:40:08 +0000 2018,-0.743,0.088,0.438,0.474
460,CBS News,"Shailene Woodley plays the role of Jane Chapman on HBO’s ""Big Little Lies.” Woodley takes on a new challenge in the… https://t.co/8TBoaoRfUp",Mon May 28 12:47:08 +0000 2018,0.3182,0.148,0.852,0.0
461,CBS News,"Ivanka Trump wins 13 new trademarks from China in 3 months, raising questions about conflicts of interest at the Wh… https://t.co/ygPz4uMDJC",Mon May 28 12:40:39 +0000 2018,0.6249,0.255,0.646,0.099
462,CBS News,Broadway often celebrates people overcoming differences and adversity. Those stories are usually told on the stage.… https://t.co/N1ITVSNbxH,Mon May 28 12:39:14 +0000 2018,0.2263,0.172,0.698,0.13
463,CBS News,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/w8Ze3mxSv5,Mon May 28 12:33:41 +0000 2018,0.0,0.0,1.0,0.0
464,CBS News,A team of U.S. negotiators is in North Korea still trying to prepare for a possible June 12 summit with Kim Jong Un… https://t.co/PL7WRmHodC,Mon May 28 12:20:37 +0000 2018,0.0,0.0,1.0,0.0
465,CBS News,This week marks the 150th anniversary of Memorial Day. But even those who stop to remember the fallen may be surpri… https://t.co/NY2DGzV4z6,Mon May 28 12:20:23 +0000 2018,-0.5719,0.0,0.81,0.19
466,CBS News,"Around 3 million women have served our country in the military, including 168 who died in the wars in Iraq and Afgh… https://t.co/zHmkYv4yf6",Mon May 28 12:10:57 +0000 2018,-0.802,0.0,0.735,0.265
467,CBS News,Danica Patrick’s historic racing career ended with a crash at the Indy 500. @danajacobson spoke with the racing leg… https://t.co/iLMZy2hdMv,Mon May 28 12:07:00 +0000 2018,-0.4019,0.0,0.87,0.13
468,CBS News,U.S. negotiators are preparing again for a summit with North Korean leader Kim Jong Un https://t.co/50mtVLRhBu https://t.co/1Dg7WMVGiO,Mon May 28 12:05:31 +0000 2018,0.0,0.0,1.0,0.0
469,CBS News,Millions of people along the Gulf Coast are preparing for Subtropical Storm Alberto. Flash flooding from a separate… https://t.co/0O4EHShG4T,Mon May 28 12:04:56 +0000 2018,0.0,0.0,1.0,0.0
470,CBS News,RT @CBSThisMorning: WATCH: @CBSMiami Meteorologist @LissetteCBS4 is tracking Subtropical Storm #Alberto: https://t.co/CklhGToR9y https://t.…,Mon May 28 12:03:01 +0000 2018,0.0,0.0,1.0,0.0
471,CBS News,RT @CBSThisMorning: An investigation is underway in New Jersey after police punched a young woman in the head while trying to arrest her ov…,Mon May 28 12:02:24 +0000 2018,-0.34,0.0,0.902,0.098
472,CBS News,"Man missing after ""1,000-year flood"" ravages Ellicott City, Maryland, for 2nd time in two years… https://t.co/o1skHlrueH",Mon May 28 12:00:57 +0000 2018,-0.296,0.0,0.872,0.128
473,CBS News,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/mCjMmRdFcO,Mon May 28 11:52:27 +0000 2018,0.0,0.0,1.0,0.0
474,CBS News,"Hawaii's Kilauea volcano began its current eruption about three weeks ago. Every day since then, photographers have… https://t.co/zlazs8N7M6",Mon May 28 11:45:56 +0000 2018,0.0,0.0,1.0,0.0
475,CBS News,"Palestinian President Mahmoud Abbas was discharged from a West Bank hospital on Monday, ending a weeklong stay that… https://t.co/t3VlaykN8R",Mon May 28 11:40:48 +0000 2018,0.0,0.0,1.0,0.0
476,CBS News,"More than 8,000 Starbucks locations will close their doors tomorrow afternoon for racial bias training. Starbucks F… https://t.co/FzRlDGmljB",Mon May 28 11:39:54 +0000 2018,-0.1027,0.0,0.924,0.076
477,CBS News,A surprising new name is questioning whether Robert F Kennedy's assassination involved a second gunman. He was shot… https://t.co/x9xmD30aHu,Mon May 28 11:34:46 +0000 2018,-0.4939,0.103,0.637,0.26
478,CBS News,"Here are three things you should know this morning:
1⃣Honoring America's fallen 
2⃣FBI router warning
3⃣Vegas ralli… https://t.co/VkcZZXrRz6",Mon May 28 11:33:56 +0000 2018,-0.5994,0.0,0.766,0.234
479,CBS News,Lava from Hawaii's Kilauea Volcano oozes over well at geothermal plant https://t.co/X8IM1V9yiw https://t.co/01QWHzYqwh,Mon May 28 11:20:44 +0000 2018,0.2732,0.149,0.851,0.0
480,The New York Times,"Officers in Germany recently caught 21 families trying to travel a few days before official vacations, when tickets… https://t.co/cAsKn81osz",Mon May 28 09:28:44 +0000 2018,0.0,0.0,1.0,0.0
481,The New York Times,Taking On Climate Change https://t.co/yRERjB0ACu,Mon May 28 09:11:24 +0000 2018,0.0,0.0,1.0,0.0
482,The New York Times,What to do when a higher-level job doesn’t include a better title or salary https://t.co/Kd2t9Fgro1,Mon May 28 08:55:26 +0000 2018,0.4404,0.195,0.805,0.0
483,The New York Times,Migraine is the most disabling neurological disease in the world among people under age 50. Yet many who have them… https://t.co/xM3P8eSweh,Mon May 28 08:38:36 +0000 2018,-0.5256,0.0,0.855,0.145
484,The New York Times,"It's a staple of language classes and parental lectures: Say thank you. But as it turns out, human beings say thank… https://t.co/7Qe0WKENlh",Mon May 28 08:22:05 +0000 2018,0.3612,0.111,0.889,0.0
485,The New York Times,Naked George — not its official name — arrived in New York on schedule https://t.co/wPtUghUueI,Mon May 28 08:05:41 +0000 2018,0.0,0.0,1.0,0.0
486,The New York Times,"Kaliningrad's struggling soccer team can't fill the stadium it now calls home, but soon the players will have a $28… https://t.co/ortywLuCqx",Mon May 28 07:49:05 +0000 2018,-0.2263,0.0,0.909,0.091
487,The New York Times,"""If 'outrage' meant a lynching or rape a mere 150 years ago, how did it come to express something as trivial as one… https://t.co/UVztd8eFR1",Mon May 28 07:30:32 +0000 2018,-0.7003,0.0,0.775,0.225
488,The New York Times,RT @NYTScience: Sloppy medical records aren't just jeopardizing patient care. They're preventing scientists from finding new cancer treatme…,Mon May 28 07:14:31 +0000 2018,-0.3182,0.135,0.633,0.232
489,The New York Times,Summer is for road trips. And road trips are for snacks. https://t.co/Tt0niHggEu,Mon May 28 06:58:29 +0000 2018,0.0,0.0,1.0,0.0
490,The New York Times,"""Do I have an ethical obligation not to enter a system that is clearly deeply flawed, if it so happens that those f… https://t.co/FkkktUQSrB",Mon May 28 06:40:18 +0000 2018,0.7184,0.231,0.769,0.0
491,The New York Times,A look at the continued cultural relevance of SpongeBob SquarePants https://t.co/EPrmtVJmnY,Mon May 28 06:24:13 +0000 2018,0.0,0.0,1.0,0.0
492,The New York Times,"“If people had the same levels of student debt as about 20 years ago, they probably would be buying a lot more home… https://t.co/sRFa7IQZuh",Mon May 28 06:06:00 +0000 2018,-0.3612,0.0,0.898,0.102
493,The New York Times,"“If people had the same levels of student debt as about 20 years ago, they probably would be buying a lot more home… https://t.co/AFUarrfKoJ",Mon May 28 05:48:27 +0000 2018,-0.3612,0.0,0.898,0.102
494,The New York Times,These home upgrades don’t require as much effort as you’d think https://t.co/uoI3Otch99,Mon May 28 05:32:01 +0000 2018,0.0,0.0,1.0,0.0
495,The New York Times,"Britain’s Big Squeeze: In Britain, Austerity Is Changing Everything https://t.co/9WNnhJB9U9",Mon May 28 05:14:05 +0000 2018,0.0,0.0,1.0,0.0
496,The New York Times,"The 5 Best Summer Fruits, Ranked https://t.co/tpW0CAOVfl",Mon May 28 05:02:26 +0000 2018,0.6369,0.457,0.543,0.0
497,The New York Times,"With Sheer Will, LeBron James Leads the Cavaliers Back to the Finals https://t.co/Cu9deNCvGH",Mon May 28 04:46:04 +0000 2018,0.0,0.0,1.0,0.0
498,The New York Times,"The 7 greatest packaged frozen treats, ranked https://t.co/6O9uu9bmWt",Mon May 28 04:43:22 +0000 2018,0.6369,0.412,0.588,0.0
499,The New York Times,"Because summer is the best time for French fries: The best French Fry styles, ranked https://t.co/zP1GmPSh2p",Mon May 28 04:27:18 +0000 2018,0.8555,0.375,0.625,0.0
